TrackId,Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes,UnitPrice
332,Reboladeira,29,1,9,"Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill",210599,7027525,0.99
333,"É que Nessa Encarnação Eu Nasci Manga",29,1,9,Lucina/Luli,196519,6568081,0.99
334,"Reggae Tchan",29,1,9,"Cal Adan/Del Rey, Tension/Edu Casanova",206654,6931328,0.99
335,"My Love",29,1,9,"Jauperi/Zeu Góes",203493,6772813,0.99
336,"Latinha de Cerveja",29,1,9,"Adriano Bernandes/Edmar Neves",166687,5532564,0.99
337,"You Shook Me",30,1,1,"J B Lenoir/Willie Dixon",315951,10249958,0.99
338,"I Can't Quit You Baby",30,1,1,"Willie Dixon",263836,8581414,0.99
339,"Communication Breakdown",30,1,1,"Jimmy Page/John Bonham/John Paul Jones",192653,6287257,0.99
340,"Dazed and Confused",30,1,1,"Jimmy Page",401920,13035765,0.99
341,"The Girl I Love She Got Long Black Wavy Hair",30,1,1,"Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant",183327,5995686,0.99
342,"What is and Should Never Be",30,1,1,"Jimmy Page/Robert Plant",260675,8497116,0.99
343,"Communication Breakdown(2)",30,1,1,"Jimmy Page/John Bonham/John Paul Jones",161149,5261022,0.99
344,"Travelling Riverside Blues",30,1,1,"Jimmy Page/Robert Johnson/Robert Plant",312032,10232581,0.99
345,"Whole Lotta Love",30,1,1,"Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon",373394,12258175,0.99
346,"Somethin' Else",30,1,1,"Bob Cochran/Sharon Sheeley",127869,4165650,0.99
347,"Communication Breakdown(3)",30,1,1,"Jimmy Page/John Bonham/John Paul Jones",185260,6041133,0.99
348,"I Can't Quit You Baby(2)",30,1,1,"Willie Dixon",380551,12377615,0.99
349,"You Shook Me(2)",30,1,1,"J B Lenoir/Willie Dixon",619467,20138673,0.99
350,"How Many More Times",30,1,1,"Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant",711836,23092953,0.99
351,"Debra Kadabra",31,1,1,"Frank Zappa",234553,7649679,0.99
352,"Carolina Hard-Core Ecstasy",31,1,1,"Frank Zappa",359680,11731061,0.99
353,"Sam With The Showing Scalp Flat Top",31,1,1,"Don Van Vliet",171284,5572993,0.99
354,"Poofter's Froth Wyoming Plans Ahead",31,1,1,"Frank Zappa",183902,6007019,0.99
355,"200 Years Old",31,1,1,"Frank Zappa",272561,8912465,0.99
356,Cucamonga,31,1,1,"Frank Zappa",144483,4728586,0.99
357,"Advance Romance",31,1,1,"Frank Zappa",677694,22080051,0.99
358,"Man With The Woman Head",31,1,1,"Don Van Vliet",88894,2922044,0.99
359,"Muffin Man",31,1,1,"Frank Zappa",332878,10891682,0.99
360,"Vai-Vai 2001",32,1,10,NULL,276349,9402241,0.99
361,"X-9 2001",32,1,10,NULL,273920,9310370,0.99
362,"Gavioes 2001",32,1,10,NULL,282723,9616640,0.99
363,"Nene 2001",32,1,10,NULL,284969,9694508,0.99
364,"Rosas De Ouro 2001",32,1,10,NULL,284342,9721084,0.99
365,"Mocidade Alegre 2001",32,1,10,NULL,282488,9599937,0.99
366,"Camisa Verde 2001",32,1,10,NULL,283454,9633755,0.99
367,"Leandro De Itaquera 2001",32,1,10,NULL,274808,9451845,0.99
368,"Tucuruvi 2001",32,1,10,NULL,287921,9883335,0.99
369,"Aguia De Ouro 2001",32,1,10,NULL,284160,9698729,0.99
370,"Ipiranga 2001",32,1,10,NULL,248293,8522591,0.99
371,"Morro Da Casa Verde 2001",32,1,10,NULL,284708,9718778,0.99
372,"Perola Negra 2001",32,1,10,NULL,281626,9619196,0.99
373,"Sao Lucas 2001",32,1,10,NULL,296254,10020122,0.99
374,Guanabara,33,1,7,"Marcos Valle",247614,8499591,0.99
375,"Mas Que Nada",33,1,7,"Jorge Ben",248398,8255254,0.99
376,"Vôo Sobre o Horizonte",33,1,7,J.r.Bertami/Parana,225097,7528825,0.99
377,"A Paz",33,1,7,"Donato/Gilberto Gil",263183,8619173,0.99
378,"Wave (Vou te Contar)",33,1,7,"Antonio Carlos Jobim",271647,9057557,0.99
379,"Água de Beber",33,1,7,"Antonio Carlos Jobim/Vinicius de Moraes",146677,4866476,0.99
380,"Samba da Bençaco",33,1,7,"Baden Powell/Vinicius de Moraes",282200,9440676,0.99
381,"Pode Parar",33,1,7,"Jorge Vercilo/Jota Maranhao",179408,6046678,0.99
382,"Menino do Rio",33,1,7,"Caetano Veloso",262713,8737489,0.99
383,"Ando Meio Desligado",33,1,7,"Caetano Veloso",195813,6547648,0.99
384,"Mistério da Raça",33,1,7,"Luiz Melodia/Ricardo Augusto",184320,6191752,0.99
385,"All Star",33,1,7,"Nando Reis",176326,5891697,0.99
386,"Menina Bonita",33,1,7,"Alexandre Brazil/Pedro Luis/Rodrigo Cabelo",237087,7938246,0.99
387,"Pescador de Ilusões",33,1,7,"Macelo Yuka/O Rappa",245524,8267067,0.99
388,"À Vontade (Live Mix)",33,1,7,"Bombom/Ed Motta",180636,5972430,0.99
389,"Maria Fumaça",33,1,7,"Luiz Carlos/Oberdan",141008,4743149,0.99
390,"Sambassim (dj patife remix)",33,1,7,"Alba Carvalho/Fernando Porto",213655,7243166,0.99
391,"Garota De Ipanema",34,1,7,Vários,279536,9141343,0.99
392,"Tim Tim Por Tim Tim",34,1,7,Vários,213237,7143328,0.99
393,"Tarde Em Itapoã",34,1,7,Vários,313704,10344491,0.99
394,"Tanto Tempo",34,1,7,Vários,170292,5572240,0.99
395,"Eu Vim Da Bahia - Live",34,1,7,Vários,157988,5115428,0.99
396,"Alô Alô Marciano",34,1,7,Vários,238106,8013065,0.99
397,"Linha Do Horizonte",34,1,7,Vários,279484,9275929,0.99
398,"Only A Dream In Rio",34,1,7,Vários,371356,12192989,0.99
399,"Abrir A Porta",34,1,7,Vários,271960,8991141,0.99
400,Alice,34,1,7,Vários,165982,5594341,0.99
401,"Momentos Que Marcam",34,1,7,Vários,280137,9313740,0.99
402,"Um Jantar Pra Dois",34,1,7,Vários,237714,7819755,0.99
403,"Bumbo Da Mangueira",34,1,7,Vários,270158,9073350,0.99
404,"Mr Funk Samba",34,1,7,Vários,213890,7102545,0.99
405,"Santo Antonio",34,1,7,Vários,162716,5492069,0.99
406,"Por Você",34,1,7,Vários,205557,6792493,0.99
407,"Só Tinha De Ser Com Você",34,1,7,Vários,389642,13085596,0.99
408,"Free Speech For The Dumb",35,1,3,Molaney/Morris/Roberts/Wainwright,155428,5076048,0.99
409,"It's Electric",35,1,3,Harris/Tatler,213995,6978601,0.99
410,"Sabbra Cadabra",35,1,3,"Black Sabbath",380342,12418147,0.99
411,"Turn The Page",35,1,3,Seger,366524,11946327,0.99
412,"Die Die My Darling",35,1,3,Danzig,149315,4867667,0.99
413,Loverman,35,1,3,Cave,472764,15446975,0.99
414,"Mercyful Fate",35,1,3,Diamond/Shermann,671712,21942829,0.99
415,Astronomy,35,1,3,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,0.99
416,"Whiskey In The Jar",35,1,3,Traditional,305005,9943129,0.99
417,"Tuesday's Gone",35,1,3,"Collins/Van Zandt",545750,17900787,0.99
418,"The More I See",35,1,3,Molaney/Morris/Roberts/Wainwright,287973,9378873,0.99
419,"A Kind Of Magic",36,1,1,"Roger Taylor",262608,8689618,0.99
420,"Under Pressure",36,1,1,"Queen & David Bowie",236617,7739042,0.99
421,"Radio GA GA",36,1,1,"Roger Taylor",343745,11358573,0.99
422,"I Want It All",36,1,1,Queen,241684,7876564,0.99
423,"I Want To Break Free",36,1,1,"John Deacon",259108,8552861,0.99
424,Innuendo,36,1,1,Queen,387761,12664591,0.99
425,"It's A Hard Life",36,1,1,"Freddie Mercury",249417,8112242,0.99
426,Breakthru,36,1,1,Queen,249234,8150479,0.99
427,"Who Wants To Live Forever",36,1,1,"Brian May",297691,9577577,0.99
428,Headlong,36,1,1,Queen,273057,8921404,0.99
429,"The Miracle",36,1,1,Queen,294974,9671923,0.99
430,"I'm Going Slightly Mad",36,1,1,Queen,248032,8192339,0.99
431,"The Invisible Man",36,1,1,Queen,238994,7920353,0.99
432,"Hammer To Fall",36,1,1,"Brian May",220316,7255404,0.99
433,"Friends Will Be Friends",36,1,1,"Freddie Mercury & John Deacon",248920,8114582,0.99
434,"The Show Must Go On",36,1,1,Queen,263784,8526760,0.99
435,"One Vision",36,1,1,Queen,242599,7936928,0.99
436,"Detroit Rock City",37,1,1,"Paul Stanley, B. Ezrin",218880,7146372,0.99
437,"Black Diamond",37,1,1,"Paul Stanley",314148,10266007,0.99
438,"Hard Luck Woman",37,1,1,"Paul Stanley",216032,7109267,0.99
439,"Sure Know Something",37,1,1,"Paul Stanley, Vincent Poncia",242468,7939886,0.99
440,"Love Gun",37,1,1,"Paul Stanley",196257,6424915,0.99
441,Deuce,37,1,1,"Gene Simmons",185077,6097210,0.99
442,"Goin' Blind",37,1,1,"Gene Simmons, S. Coronel",216215,7045314,0.99
443,"Shock Me",37,1,1,"Ace Frehley",227291,7529336,0.99
444,"Do You Love Me",37,1,1,"Paul Stanley, B. Ezrin, K. Fowley",214987,6976194,0.99
445,She,37,1,1,"Gene Simmons, S. Coronel",248346,8229734,0.99
446,"I Was Made For Loving You",37,1,1,"Paul Stanley, Vincent Poncia, Desmond Child",271360,9018078,0.99
447,"Shout It Out Loud",37,1,1,"Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,0.99
448,"God Of Thunder",37,1,1,"Paul Stanley",255791,8309077,0.99
449,"Calling Dr. Love",37,1,1,"Gene Simmons",225332,7395034,0.99
450,Beth,37,1,1,"S. Penridge, Bob Ezrin, Peter Criss",166974,5360574,0.99
451,Strutter,37,1,1,"Paul Stanley, Gene Simmons",192496,6317021,0.99
452,"Rock And Roll All Nite",37,1,1,"Paul Stanley, Gene Simmons",173609,5735902,0.99
453,"Cold Gin",37,1,1,"Ace Frehley",262243,8609783,0.99
454,"Plaster Caster",37,1,1,"Gene Simmons",207333,6801116,0.99
455,"God Gave Rock 'n' Roll To You",37,1,1,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444,10441590,0.99
456,"Heart of the Night",38,1,2,NULL,273737,9098263,0.99
457,"De La Luz",38,1,2,NULL,315219,10518284,0.99
458,"Westwood Moon",38,1,2,NULL,295627,9765802,0.99
459,Midnight,38,1,2,NULL,266866,8851060,0.99
460,Playtime,38,1,2,NULL,273580,9070880,0.99
461,Surrender,38,1,2,NULL,287634,9422926,0.99
462,Valentino's,38,1,2,NULL,296124,9848545,0.99
463,Believe,38,1,2,NULL,310778,10317185,0.99
464,"As We Sleep",38,1,2,NULL,316865,10429398,0.99
465,"When Evening Falls",38,1,2,NULL,298135,9863942,0.99
466,"J Squared",38,1,2,NULL,288757,9480777,0.99
467,"Best Thing",38,1,2,NULL,274259,9069394,0.99
468,Maria,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",167262,5484747,0.99
469,"Poprocks And Coke",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",158354,5243078,0.99
470,Longview,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",234083,7714939,0.99
471,"Welcome To Paradise",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",224208,7406008,0.99
472,"Basket Case",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",181629,5951736,0.99
473,"When I Come Around",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",178364,5839426,0.99
474,She,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",134164,4425128,0.99
475,"J.A.R. (Jason Andrew Relva)",39,1,4,"Mike Dirnt -Words Green Day -Music",170997,5645755,0.99
476,"Geek Stink Breath",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",135888,4408983,0.99
477,"Brain Stew",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",193149,6305550,0.99
478,Jaded,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",90331,2950224,0.99
479,"Walking Contradiction",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",151170,4932366,0.99
480,"Stuck With Me",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",135523,4431357,0.99
481,"Hitchin' A Ride",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",171546,5616891,0.99
482,"Good Riddance (Time Of Your Life)",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",153600,5075241,0.99
483,Redundant,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",198164,6481753,0.99
484,"Nice Guys Finish Last",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",170187,5604618,0.99
485,Minority,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",168803,5535061,0.99
486,Warning,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",221910,7343176,0.99
487,Waiting,39,1,4,"Billie Joe Armstrong -Words Green Day -Music",192757,6316430,0.99
488,"Macy's Day Parade",39,1,4,"Billie Joe Armstrong -Words Green Day -Music",213420,7075573,0.99
489,"Into The Light",40,1,1,"David Coverdale",76303,2452653,0.99
490,"River Song",40,1,1,"David Coverdale",439510,14359478,0.99
491,"She Give Me ...",40,1,1,"David Coverdale",252551,8385478,0.99
492,"Don't You Cry",40,1,1,"David Coverdale",347036,11269612,0.99
493,"Love Is Blind",40,1,1,"David Coverdale/Earl Slick",344999,11409720,0.99
494,Slave,40,1,1,"David Coverdale/Earl Slick",291892,9425200,0.99
495,"Cry For Love",40,1,1,"Bossi/David Coverdale/Earl Slick",293015,9567075,0.99
496,"Living On Love",40,1,1,"Bossi/David Coverdale/Earl Slick",391549,12785876,0.99
497,"Midnight Blue",40,1,1,"David Coverdale/Earl Slick",298631,9750990,0.99
498,"Too Many Tears",40,1,1,"Adrian Vanderberg/David Coverdale",359497,11810238,0.99
499,"Don't Lie To Me",40,1,1,"David Coverdale/Earl Slick",283585,9288007,0.99
500,"Wherever You May Go",40,1,1,"David Coverdale",239699,7803074,0.99
501,"Grito De Alerta",41,1,7,"Gonzaga Jr.",202213,6539422,0.99
502,"Não Dá Mais Pra Segurar (Explode Coração)",41,1,7,NULL,219768,7083012,0.99
503,"Começaria Tudo Outra Vez",41,1,7,NULL,196545,6473395,0.99
504,"O Que É O Que É ?",41,1,7,NULL,259291,8650647,0.99
505,Sangrando,41,1,7,"Gonzaga Jr/Gonzaguinha",169717,5494406,0.99
506,"Diga Lá, Coração",41,1,7,NULL,255921,8280636,0.99
507,"Lindo Lago Do Amor",41,1,7,"Gonzaga Jr.",249678,8353191,0.99
508,"Eu Apenas Queria Que Voçê Soubesse",41,1,7,NULL,155637,5130056,0.99
509,"Com A Perna No Mundo",41,1,7,"Gonzaga Jr.",227448,7747108,0.99
510,"E Vamos À Luta",41,1,7,NULL,222406,7585112,0.99
511,"Um Homem Também Chora (Guerreiro Menino)",41,1,7,NULL,207229,6854219,0.99
512,"Comportamento Geral",41,1,7,"Gonzaga Jr",181577,5997444,0.99
513,"Ponto De Interrogação",41,1,7,NULL,180950,5946265,0.99
514,"Espere Por Mim, Morena",41,1,7,Gonzaguinha,207072,6796523,0.99
515,"Meia-Lua Inteira",23,1,7,NULL,222093,7466288,0.99
516,"Voce e Linda",23,1,7,NULL,242938,8050268,0.99
517,"Um Indio",23,1,7,NULL,195944,6453213,0.99
518,"Podres Poderes",23,1,7,NULL,259761,8622495,0.99
519,"Voce Nao Entende Nada - Cotidiano",23,1,7,NULL,421982,13885612,0.99
520,"O Estrangeiro",23,1,7,NULL,374700,12472890,0.99
521,"Menino Do Rio",23,1,7,NULL,147670,4862277,0.99
522,"Qualquer Coisa",23,1,7,NULL,193410,6372433,0.99
523,Sampa,23,1,7,NULL,185051,6151831,0.99
524,Queixa,23,1,7,NULL,299676,9953962,0.99
525,"O Leaozinho",23,1,7,NULL,184398,6098150,0.99
526,"Fora Da Ordem",23,1,7,NULL,354011,11746781,0.99
527,Terra,23,1,7,NULL,401319,13224055,0.99
528,"Alegria, Alegria",23,1,7,NULL,169221,5497025,0.99
529,"Balada Do Louco",42,1,4,"Arnaldo Baptista - Rita Lee",241057,7852328,0.99
530,"Ando Meio Desligado",42,1,4,"Arnaldo Baptista - Rita Lee -  Sérgio Dias",287817,9484504,0.99
531,"Top Top",42,1,4,"Os Mutantes - Arnolpho Lima Filho",146938,4875374,0.99
532,Baby,42,1,4,"Caetano Veloso",177188,5798202,0.99
533,"A E O Z",42,1,4,Mutantes,518556,16873005,0.99
534,"Panis Et Circenses",42,1,4,"Caetano Veloso - Gilberto Gil",125152,4069688,0.99
535,"Chão De Estrelas",42,1,4,"Orestes Barbosa-Sílvio Caldas",284813,9433620,0.99
536,"Vida De Cachorro",42,1,4,"Rita Lee - Arnaldo Baptista - Sérgio Baptista",195186,6411149,0.99
537,"Bat Macumba",42,1,4,"Gilberto Gil - Caetano Veloso",187794,6295223,0.99
538,"Desculpe Babe",42,1,4,"Arnaldo Baptista - Rita Lee",170422,5637959,0.99
539,"Rita Lee",42,1,4,"Arnaldo Baptista/Rita Lee/Sérgio Dias",189257,6270503,0.99
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",42,1,4,"Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho",222955,7346254,0.99
541,"Banho De Lua",42,1,4,"B. de Filippi - F. Migliaci - Versão: Fred Jorge",221831,7232123,0.99
542,"Meu Refrigerador Não Funciona",42,1,4,"Arnaldo Baptista - Rita Lee - Sérgio Dias",382981,12495906,0.99
543,Burn,43,1,1,Coverdale/Lord/Paice,453955,14775708,0.99
544,Stormbringer,43,1,1,Coverdale,277133,9050022,0.99
545,Gypsy,43,1,1,Coverdale/Hughes/Lord/Paice,339173,11046952,0.99
546,"Lady Double Dealer",43,1,1,Coverdale,233586,7608759,0.99
547,Mistreated,43,1,1,Coverdale,758648,24596235,0.99
548,"Smoke On The Water",43,1,1,Gillan/Glover/Lord/Paice,618031,20103125,0.99
549,"You Fool No One",43,1,1,Coverdale/Lord/Paice,804101,26369966,0.99
550,"Custard Pie",44,1,1,"Jimmy Page/Robert Plant",253962,8348257,0.99
551,"The Rover",44,1,1,"Jimmy Page/Robert Plant",337084,11011286,0.99
552,"In My Time Of Dying",44,1,1,"John Bonham/John Paul Jones",666017,21676727,0.99
553,"Houses Of The Holy",44,1,1,"Jimmy Page/Robert Plant",242494,7972503,0.99
554,"Trampled Under Foot",44,1,1,"John Paul Jones",336692,11154468,0.99
555,Kashmir,44,1,1,"John Bonham",508604,16686580,0.99
556,Imperatriz,45,1,7,"Guga/Marquinho Lessa/Tuninho Professor",339173,11348710,0.99
557,Beija-Flor,45,1,7,Caruso/Cleber/Deo/Osmar,327000,10991159,0.99
558,Viradouro,45,1,7,"Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto",344320,11484362,0.99
559,Mocidade,45,1,7,"Domenil/J. Brito/Joaozinho/Rap, Marcelo Do",261720,8817757,0.99
560,"Unidos Da Tijuca",45,1,7,"Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir",338834,11440689,0.99
561,Salgueiro,45,1,7,"Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da",305920,10294741,0.99
562,Mangueira,45,1,7,"Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia",298318,9999506,0.99
563,"União Da Ilha",45,1,7,"Dito/Djalma Falcao/Ilha, Almir Da/Márcio André",330945,11100945,0.99
564,"Grande Rio",45,1,7,"Carlos Santos/Ciro/Claudio Russo/Zé Luiz",307252,10251428,0.99
565,Portela,45,1,7,"Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno",319608,10712216,0.99
566,Caprichosos,45,1,7,"Gule/Jorge 101/Lequinho/Luiz Piao",351320,11870956,0.99
567,Tradição,45,1,7,"Adalto Magalha/Lourenco",269165,9114880,0.99
568,"Império Serrano",45,1,7,"Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao",334942,11161196,0.99
569,Tuiuti,45,1,7,"Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259657,8749492,0.99
570,"(Da Le) Yaleo",46,1,1,Santana,353488,11769507,0.99
571,"Love Of My Life",46,1,1,"Carlos Santana & Dave Matthews",347820,11634337,0.99
572,"Put Your Lights On",46,1,1,"E. Shrody",285178,9394769,0.99
573,"Africa Bamba",46,1,1,"I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo",282827,9492487,0.99
574,Smooth,46,1,1,"M. Itaal Shur & Rob Thomas",298161,9867455,0.99
575,"Do You Like The Way",46,1,1,"L. Hill",354899,11741062,0.99
576,"Maria Maria",46,1,1,"W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow",262635,8664601,0.99
577,Migra,46,1,1,"R. Taha, Carlos Santana & T. Lindsay",329064,10963305,0.99
578,"Corazon Espinado",46,1,1,"F. Olivera",276114,9206802,0.99
579,"Wishing It Was",46,1,1,"Eale-Eye Cherry, M. Simpson, J. King & M. Nishita",292832,9771348,0.99
580,"El Farol",46,1,1,"Carlos Santana & KC Porter",291160,9599353,0.99
581,Primavera,46,1,1,"KC Porter & JB Eckl",378618,12504234,0.99
582,"The Calling",46,1,1,"Carlos Santana & C. Thompson",747755,24703884,0.99
583,Solução,47,1,7,NULL,247431,8100449,0.99
584,Manuel,47,1,7,NULL,230269,7677671,0.99
585,"Entre E Ouça",47,1,7,NULL,286302,9391004,0.99
586,"Um Contrato Com Deus",47,1,7,NULL,202501,6636465,0.99
587,"Um Jantar Pra Dois",47,1,7,NULL,244009,8021589,0.99
588,"Vamos Dançar",47,1,7,NULL,226194,7617432,0.99
589,"Um Love",47,1,7,NULL,181603,6095524,0.99
590,"Seis Da Tarde",47,1,7,NULL,238445,7935898,0.99
591,"Baixo Rio",47,1,7,NULL,198008,6521676,0.99
592,"Sombras Do Meu Destino",47,1,7,NULL,280685,9161539,0.99
593,"Do You Have Other Loves?",47,1,7,NULL,295235,9604273,0.99
594,"Agora Que O Dia Acordou",47,1,7,NULL,323213,10572752,0.99
595,Já!!!,47,1,7,NULL,217782,7103608,0.99
596,"A Rua",47,1,7,NULL,238027,7930264,0.99
597,"Now's The Time",48,1,2,"Miles Davis",197459,6358868,0.99
598,Jeru,48,1,2,"Miles Davis",193410,6222536,0.99
599,Compulsion,48,1,2,"Miles Davis",345025,11254474,0.99
600,"Tempus Fugit",48,1,2,"Miles Davis",231784,7548434,0.99
601,Walkin',48,1,2,"Miles Davis",807392,26411634,0.99
602,"'Round Midnight",48,1,2,"Miles Davis",357459,11590284,0.99
603,"Bye Bye Blackbird",48,1,2,"Miles Davis",476003,15549224,0.99
604,"New Rhumba",48,1,2,"Miles Davis",277968,9018024,0.99
605,Generique,48,1,2,"Miles Davis",168777,5437017,0.99
606,Summertime,48,1,2,"Miles Davis",200437,6461370,0.99
607,"So What",48,1,2,"Miles Davis",564009,18360449,0.99
608,"The Pan Piper",48,1,2,"Miles Davis",233769,7593713,0.99
609,"Someday My Prince Will Come",48,1,2,"Miles Davis",544078,17890773,0.99
610,"My Funny Valentine (Live)",49,1,2,"Miles Davis",907520,29416781,0.99
611,E.S.P.,49,1,2,"Miles Davis",330684,11079866,0.99
612,Nefertiti,49,1,2,"Miles Davis",473495,15478450,0.99
613,"Petits Machins (Little Stuff)",49,1,2,"Miles Davis",487392,16131272,0.99
614,"Miles Runs The Voodoo Down",49,1,2,"Miles Davis",843964,27967919,0.99
615,"Little Church (Live)",49,1,2,"Miles Davis",196101,6273225,0.99
616,"Black Satin",49,1,2,"Miles Davis",316682,10529483,0.99
617,"Jean Pierre (Live)",49,1,2,"Miles Davis",243461,7955114,0.99
618,"Time After Time",49,1,2,"Miles Davis",220734,7292197,0.99
619,Portia,49,1,2,"Miles Davis",378775,12520126,0.99
620,"Space Truckin'",50,1,1,Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613,0.99
621,"Going Down / Highway Star",50,1,1,"Gillan/Glover/Lord/Nix - Blackmore/Paice",913658,29846063,0.99
622,"Mistreated (Alternate Version)",50,1,1,Blackmore/Coverdale,854700,27775442,0.99
623,"You Fool No One (Alternate Version)",50,1,1,Blackmore/Coverdale/Lord/Paice,763924,24887209,0.99
624,"Jeepers Creepers",51,1,2,NULL,185965,5991903,0.99
625,"Blue Rythm Fantasy",51,1,2,NULL,348212,11204006,0.99
626,"Drum Boogie",51,1,2,NULL,191555,6185636,0.99
627,"Let Me Off Uptown",51,1,2,NULL,187637,6034685,0.99
628,"Leave Us Leap",51,1,2,NULL,182726,5898810,0.99
629,"Opus No.1",51,1,2,NULL,179800,5846041,0.99
630,"Boogie Blues",51,1,2,NULL,204199,6603153,0.99
631,"How High The Moon",51,1,2,NULL,201430,6529487,0.99
632,"Disc Jockey Jump",51,1,2,NULL,193149,6260820,0.99
633,"Up An' Atom",51,1,2,NULL,179565,5822645,0.99
634,"Bop Boogie",51,1,2,NULL,189596,6093124,0.99
635,"Lemon Drop",51,1,2,NULL,194089,6287531,0.99
636,"Coronation Drop",51,1,2,NULL,176222,5899898,0.99
637,Overtime,51,1,2,NULL,163030,5432236,0.99
638,Imagination,51,1,2,NULL,289306,9444385,0.99
639,"Don't Take Your Love From Me",51,1,2,NULL,282331,9244238,0.99
640,Midget,51,1,2,NULL,217025,7257663,0.99
641,"I'm Coming Virginia",51,1,2,NULL,280163,9209827,0.99
642,"Payin' Them Dues Blues",51,1,2,NULL,198556,6536918,0.99
643,"Jungle Drums",51,1,2,NULL,199627,6546063,0.99
644,Showcase,51,1,2,NULL,201560,6697510,0.99
645,"Swedish Schnapps",51,1,2,NULL,191268,6359750,0.99
646,"Samba Da Bênção",52,1,11,NULL,409965,13490008,0.99
647,"Pot-Pourri N.º 4",52,1,11,NULL,392437,13125975,0.99
648,"Onde Anda Você",52,1,11,NULL,168437,5550356,0.99
649,"Samba Da Volta",52,1,11,NULL,170631,5676090,0.99
650,"Canto De Ossanha",52,1,11,NULL,204956,6771624,0.99
651,"Pot-Pourri N.º 5",52,1,11,NULL,219898,7117769,0.99
652,Formosa,52,1,11,NULL,137482,4560873,0.99
653,"Como É Duro Trabalhar",52,1,11,NULL,226168,7541177,0.99
654,"Minha Namorada",52,1,11,NULL,244297,7927967,0.99
655,"Por Que Será",52,1,11,NULL,162142,5371483,0.99
656,Berimbau,52,1,11,NULL,190667,6335548,0.99
657,Deixa,52,1,11,NULL,179826,5932799,0.99
658,"Pot-Pourri N.º 2",52,1,11,NULL,211748,6878359,0.99
659,"Samba Em Prelúdio",52,1,11,NULL,212636,6923473,0.99
660,"Carta Ao Tom 74",52,1,11,NULL,162560,5382354,0.99
661,"Linha de Passe (João Bosco)",53,1,7,NULL,230948,7902328,0.99
662,"Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)",53,1,7,NULL,163970,5399626,0.99
663,"Chão de Giz (Elba Ramalho)",53,1,7,NULL,274834,9016916,0.99
664,"Marina (Dorival Caymmi)",53,1,7,NULL,172643,5523628,0.99
665,"Aquarela (Toquinho)",53,1,7,NULL,259944,8480140,0.99
666,"Coração do Agreste (Fafá de Belém)",53,1,7,NULL,258194,8380320,0.99
667,"Dona (Roupa Nova)",53,1,7,NULL,243356,7991295,0.99
668,"Começaria Tudo Outra Vez (Maria Creuza)",53,1,7,NULL,206994,6851151,0.99
669,"Caçador de Mim (Sá & Guarabyra)",53,1,7,NULL,238341,7751360,0.99
670,"Romaria (Renato Teixeira)",53,1,7,NULL,244793,8033885,0.99
671,"As Rosas Não Falam (Beth Carvalho)",53,1,7,NULL,116767,3836641,0.99
672,"Wave (Os Cariocas)",53,1,7,NULL,130063,4298006,0.99
673,"Garota de Ipanema (Dick Farney)",53,1,7,NULL,174367,5767474,0.99
